סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
4203,מסעדה,MAS'ADE,29,גולן,21,צפת,0,
939,מסעודין אל-עזאזמה,MAS'UDIN AL-'AZAZME,62,באר שבע,62,באר שבע,0,
421,משאבי שדה,MASH'ABBE SADE,62,באר שבע,62,באר שבע,48,רמת נגב
791,משען,MASH'EN,61,אשקלון,61,אשקלון,36,חוף אשקלון
3785,משכיות,MASKIYYOT,75,ירדן )יריחו(,11,ירושלים,75,ערבות הירדן
748,מסלול,MASLUL,62,באר שבע,62,באר שבע,42,מרחבים
1258,מסד,MASSAD,22,כנרת,22,טבריה,3,הגליל התחתון
263,מסדה,MASSADA,22,כנרת,22,טבריה,6,עמק הירדן
3605,משואה,MASSU'A,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
620,משואות יצחק,MASSUOT YIZHAQ,61,אשקלון,61,אשקלון,34,שפיר
822,מטע,MATTA,11,ירושלים,13,בית שמש,26,מטה יהודה
1315,מתן,MATTAN,42,פתח תקווה,42,פתח תקוה,20,דרום השרון
1184,מתת,MATTAT,24,עכו,24,עכו,52,מעלה יוסף
3648,מתתיהו,MATTITYAHU,74,ראמאללה,11,ירושלים,73,מטה בנימין
573,מבקיעים,MAVQI'IM,61,אשקלון,61,אשקלון,36,חוף אשקלון
28,מזכרת בתיה,MAZKERET BATYA,44,רחובות,44,רחובות,0,
757,מצליח,MAZLIAH,43,רמלה,43,רמלה,30,גזר
606,מזור,MAZOR,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
517,מזרעה,MAZRA'A,24,עכו,24,עכו,0,
325,מצובה,MAZZUVA,24,עכו,24,עכו,4,מטה אשר
1128,מי עמי,ME AMMI,32,חדרה,32,חדרה,14,מנשה
102,מאיר שפיה,ME'IR SHEFEYA,32,חדרה,32,חדרה,15,חוף הכרמל
570,מעונה,ME'ONA,24,עכו,24,עכו,52,מעלה יוסף
668,מפלסים,MEFALLESIM,61,אשקלון,61,אשקלון,37,שער הנגב
689,מגדים,MEGADIM,32,חדרה,32,חדרה,15,חוף הכרמל
586,מגידו,MEGIDDO,23,עפולה,23,עפולה,13,מגידו
3599,מחולה,MEHOLA,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
649,מייסר,MEISER,32,חדרה,32,חדרה,14,מנשה
3614,מכורה,MEKHORA,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
164,מלאה,MELE'A,23,עפולה,23,עפולה,8,הגלבוע
2044,מלילות,MELILOT,62,באר שבע,62,באר שבע,39,שדות נגב
48,מנחמיה,MENAHEMYA,22,כנרת,22,טבריה,7,עמק המעיינות
347,מנרה,MENNARA,21,צפת,21,צפת,1,הגליל העליון
2030,מנוחה,MENUHA,61,אשקלון,61,אשקלון,50,לכיש
1282,מירב,MERAV,23,עפולה,23,עפולה,7,עמק המעיינות
97,מרחביה (מושב),MERHAVYA(MOSHAV),23,עפולה,23,עפולה,9,עמק יזרעאל
66,מרחביה (קיבוץ),MERHAVYA(QIBBUZ),23,עפולה,23,עפולה,9,עמק יזרעאל
1098,מרכז שפירא,MERKAZ SHAPPIRA,61,אשקלון,61,אשקלון,34,שפיר
4101,מרום גולן,MEROM GOLAN,29,גולן,21,צפת,71,גולן
607,מירון,MERON,21,צפת,21,צפת,2,מרום הגליל
731,מישר,MESHAR,44,רחובות,44,רחובות,32,גדרות
520,משהד,MESHHED,25,נצרת,25,נוף הגליל,0,
742,מסילת ציון,MESILLAT ZIYYON,11,ירושלים,13,בית שמש,26,מטה יהודה
298,מסילות,MESILLOT,23,עפולה,23,עפולה,7,עמק המעיינות
1268,מיתר,METAR,62,באר שבע,62,באר שבע,0,
2054,מיטב,METAV,23,עפולה,23,עפולה,8,הגלבוע
43,מטולה,METULA,21,צפת,21,צפת,0,
1015,מבשרת ציון,MEVASSERET ZIYYON,11,ירושלים,11,ירושלים,0,
771,מבוא ביתר,MEVO BETAR,11,ירושלים,11,ירושלים,26,מטה יהודה
3569,מבוא דותן,MEVO DOTAN,71,ג'נין,32,חדרה,72,שומרון
4204,מבוא חמה,MEVO HAMMA,29,גולן,22,טבריה,71,גולן
3709,מבוא חורון,MEVO HORON,74,ראמאללה,43,רמלה,73,מטה בנימין
1141,מבוא מודיעים,MEVO MODI'IM,43,רמלה,43,רמלה,25,חבל מודיעין
1318,מבואות ים,MEVO'OT YAM,41,השרון,41,נתניה,16,עמק חפר
3745,מצדות יהודה,MEZADOT YEHUDA,77,חברון,11,ירושלים,78,הר חברון
4019,מיצר,MEZAR,29,גולן,22,טבריה,71,גולן
648,מצר,MEZER,32,חדרה,32,חדרה,14,מנשה
518,מעיליא,MI'ELYA,24,עכו,24,עכו,0,
2029,מדרך עוז,MIDRAKH OZ,23,עפולה,23,עפולה,13,מגידו
1140,מדרשת בן גוריון,MIDRESHET BEN GURION,62,באר שבע,62,באר שבע,48,רמת נגב
897,מדרשת רופין,MIDRESHET RUPPIN,41,השרון,41,נתניה,16,עמק חפר
65,מגדל,MIGDAL,22,כנרת,22,טבריה,0,
874,מגדל העמק,MIGDAL HAEMEQ,23,עפולה,23,עפולה,0,
3561,מגדל עוז,MIGDAL OZ,76,בית לחם,11,ירושלים,76,גוש עציון
3751,מגדלים,MIGDALIM,72,שכם,48,אריאל,72,שומרון
1202,מכמנים,MIKHMANNIM,24,עכו,20,כרמיאל,56,משגב
382,מכמורת,MIKHMORET,41,השרון,41,נתניה,16,עמק חפר
22,מקווה ישראל,MIQWE YISRA'EL,53,חולון,53,חולון,0,
378,משגב עם,MISGAV AM,21,צפת,21,צפת,1,הגליל העליון
765,משגב דב,MISGAV DOV,44,רחובות,44,רחובות,32,גדרות
670,משמר איילון,MISHMAR AYYALON,43,רמלה,43,רמלה,30,גזר
563,משמר דוד,MISHMAR DAWID,43,רמלה,43,רמלה,30,גזר
130,משמר העמק,MISHMAR HAEMEQ,23,עפולה,23,עפולה,13,מגידו
395,משמר הנגב,MISHMAR HANEGEV,62,באר שבע,62,באר שבע,41,בני שמעון
194,משמר השרון,MISHMAR HASHARON,41,השרון,41,נתניה,16,עמק חפר
729,משמר השבעה,MISHMAR HASHIV'A,43,רמלה,43,רמלה,40,שדות דן
732,משמר הירדן,MISHMAR HAYARDEN,21,צפת,21,צפת,55,מבואות החרמון
213,משמרות,MISHMAROT,32,חדרה,32,חדרה,14,מנשה
425,משמרת,MISHMERET,41,השרון,41,נתניה,18,לב השרון
829,מבטחים,MIVTAHIM,62,באר שבע,62,באר שבע,38,אשכול
58,מצפה,MIZPA,22,כנרת,22,טבריה,3,הגליל התחתון
1222,"מצפה אבי""ב",MIZPE AVIV,24,עכו,20,כרמיאל,56,משגב
1190,מצפה נטופה,MIZPE NETOFA,23,עפולה,23,עפולה,3,הגליל התחתון
99,מצפה רמון,MIZPE RAMON,62,באר שבע,62,באר שבע,0,
3610,מצפה שלם,MIZPE SHALEM,75,ירדן )יריחו(,11,ירושלים,74,מגילות ים המלח
3576,מצפה יריחו,MIZPE YERIHO,75,ירדן )יריחו(,11,ירושלים,73,מטה בנימין
104,מזרע,MIZRA,23,עפולה,23,עפולה,9,עמק יזרעאל
3797,מודיעין עילית,MODI'IN ILLIT,74,ראמאללה,11,ירושלים,0,
1200,מודיעין-מכבים-רעות,MODI'IN-MAKKABBIM-RE,43,רמלה,43,רמלה,0,
269,מולדת,MOLEDET,23,עפולה,23,עפולה,8,הגלבוע
1163,מורן,MORAN,24,עכו,20,כרמיאל,56,משגב
1178,מורשת,MORESHET,24,עכו,20,כרמיאל,56,משגב
208,מוצא עילית,MOZA ILLIT,11,ירושלים,11,ירושלים,26,מטה יהודה
481,מגאר,MUGHAR,22,כנרת,22,טבריה,0,
635,מוקייבלה,MUQEIBLE,23,עפולה,23,עפולה,8,הגלבוע
3787,נעלה,NA'ALE,74,ראמאללה,11,ירושלים,73,מטה בנימין
158,נען,NA'AN,43,רמלה,43,רמלה,30,גזר
524,נאעורה,NA'URA,23,עפולה,23,עפולה,8,הגלבוע
3713,"נעמ""ה",NAAMA,75,ירדן )יריחו(,11,ירושלים,75,ערבות הירדן
1276,אשבל,NAHAL ESHBAL,24,עכו,20,כרמיאל,56,משגב
3646,חמדת,NAHAL HEMDAT,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
844,נחל עוז,NAHAL OZ,61,אשקלון,61,אשקלון,37,שער הנגב
1267,שיטים,NAHAL SHITTIM,62,באר שבע,63,אילת,53,חבל אילות
2045,נחלה,NAHALA,61,אשקלון,61,אשקלון,35,יואב
80,נהלל,NAHALAL,23,עפולה,23,עפולה,9,עמק יזרעאל
3767,נחליאל,NAHALI'EL,74,ראמאללה,11,ירושלים,73,מטה בנימין
809,נחם,NAHAM,11,ירושלים,13,בית שמש,26,מטה יהודה
9100,נהריה,NAHARIYYA,24,עכו,24,עכו,0,
522,נחף,NAHEF,24,עכו,20,כרמיאל,0,
433,נחשולים,NAHSHOLIM,32,חדרה,32,חדרה,15,חוף הכרמל
777,נחשון,NAHSHON,11,ירושלים,13,בית שמש,26,מטה יהודה
705,נחשונים,NAHSHONIM,42,פתח תקווה,42,פתח תקוה,20,דרום השרון
1041,נצאצרה (שבט),NASASRA,62,באר שבע,62,באר שבע,0,
1254,נטף,NATAF,11,ירושלים,13,בית שמש,26,מטה יהודה
4014,נטור,NATUR,29,גולן,22,טבריה,71,גולן
1366,נווה,NAVE,62,באר שבע,62,באר שבע,38,אשכול
7300,נצרת,NAZARETH,25,נצרת,25,נוף הגליל,0,
1061,נוף הגליל,NAZERAT ILLIT,25,נצרת,25,נוף הגליל,0,
4551,נאות גולן,NE'OT GOLAN,29,גולן,22,טבריה,71,גולן
1124,נאות הכיכר,NE'OT HAKIKKAR,62,באר שבע,62,באר שבע,51,תמר
408,נאות מרדכי,NE'OT MORDEKHAY,21,צפת,21,צפת,1,הגליל העליון
186,נעורים,NE'URIM,41,השרון,41,נתניה,16,עמק חפר
315,נגבה,NEGBA,61,אשקלון,61,אשקלון,35,יואב
449,נחלים,NEHALIM,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
309,נהורה,NEHORA,61,אשקלון,61,אשקלון,50,לכיש
59,נחושה,NEHUSHA,11,ירושלים,13,בית שמש,26,מטה יהודה
523,ניין,NEIN,23,עפולה,23,עפולה,66,בוסתאן אל-מרג'
1143,נס עמים,NES AMMIM,24,עכו,24,עכו,4,מטה אשר
825,נס הרים,NES HARIM,11,ירושלים,13,בית שמש,26,מטה יהודה
7200,נס ציונה,NES ZIYYONA,44,רחובות,44,רחובות,0,
2500,נשר,NESHER,31,חיפה,31,חיפה,0,
1369,נטע,NETA,61,אשקלון,61,אשקלון,50,לכיש
174,נטעים,NETA'IM,44,רחובות,44,רחובות,27,גן רווה
7400,נתניה,NETANYA,41,השרון,41,נתניה,0,
1242,נתיב העשרה,NETIV HAASARA,61,אשקלון,61,אשקלון,36,חוף אשקלון
3555,נתיב הגדוד,NETIV HAGEDUD,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
693,"נתיב הל""ה",NETIV HALAMED-HE,11,ירושלים,13,בית שמש,26,מטה יהודה
792,נתיב השיירה,NETIV HASHAYYARA,24,עכו,24,עכו,4,מטה אשר
246,נתיבות,NETIVOT,62,באר שבע,62,באר שבע,0,
1147,נטועה,NETU'A,24,עכו,24,עכו,52,מעלה יוסף
396,נבטים,NEVATIM,62,באר שבע,62,באר שבע,41,בני שמעון
4303,"נווה אטי""ב",NEWE ATIV,29,גולן,21,צפת,71,גולן
926,נווה אבות,NEWE AVOT,32,חדרה,32,חדרה,0,
3725,נווה דניאל,NEWE DANIYYEL,76,בית לחם,11,ירושלים,76,גוש עציון
296,נווה איתן,NEWE ETAN,23,עפולה,23,עפולה,7,עמק המעיינות
1279,נווה חריף,NEWE HARIF,62,באר שבע,63,אילת,53,חבל אילות
405,נווה אילן,NEWE ILAN,11,ירושלים,13,בית שמש,26,מטה יהודה
1071,נווה מיכאל,NEWE MIKHA'EL,11,ירושלים,13,בית שמש,26,מטה יהודה
827,נווה מבטח,NEWE MIVTAH,61,אשקלון,61,אשקלון,33,באר טוביה
1259,נווה שלום,NEWE SHALOM,11,ירושלים,13,בית שמש,26,מטה יהודה
590,נווה אור,NEWE UR,23,עפולה,23,עפולה,7,עמק המעיינות
312,נווה ים,NEWE YAM,32,חדרה,32,חדרה,15,חוף הכרמל
686,נווה ימין,NEWE YAMIN,42,פתח תקווה,47,כפר סבא,20,דרום השרון
858,נווה ירק,NEWE YARAQ,42,פתח תקווה,42,פתח תקוה,20,דרום השרון
1057,נווה זוהר,NEWE ZOHAR,62,באר שבע,62,באר שבע,51,תמר
435,נצר סרני,NEZER SERENI,43,רמלה,43,רמלה,30,גזר
3655,"ניל""י",NILI,74,ראמאללה,43,רמלה,73,מטה בנימין
348,ניר עם,NIR AM,61,אשקלון,61,אשקלון,37,שער הנגב
2048,ניר עקיבא,NIR AQIVA,62,באר שבע,62,באר שבע,42,מרחבים
553,ניר בנים,NIR BANIM,61,אשקלון,61,אשקלון,33,באר טוביה
256,ניר דוד (תל עמל),NIR DAWID (TEL AMAL),23,עפולה,23,עפולה,7,עמק המעיינות
808,ניר אליהו,NIR ELIYYAHU,42,פתח תקווה,47,כפר סבא,20,דרום השרון
769,ניר עציון,NIR EZYON,32,חדרה,32,חדרה,15,חוף הכרמל
720,ניר גלים,NIR GALLIM,44,רחובות,44,רחובות,29,חבל יבנה
11,"ניר ח""ן",NIR HEN,61,אשקלון,61,אשקלון,50,לכיש
2047,ניר משה,NIR MOSHE,62,באר שבע,62,באר שבע,42,מרחבים
69,ניר עוז,NIR OZ,62,באר שבע,62,באר שבע,38,אשכול
165,ניר יפה,NIR YAFE,23,עפולה,23,עפולה,8,הגלבוע
699,ניר ישראל,NIR YISRA'EL,61,אשקלון,61,אשקלון,36,חוף אשקלון
402,ניר יצחק,NIR YIZHAQ,62,באר שבע,62,באר שבע,38,אשכול
331,ניר צבי,NIR ZEVI,43,רמלה,43,רמלה,40,שדות דן
3620,נערן,NIRAN,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
602,נירים,NIRIM,62,באר שבע,62,באר שבע,38,אשכול
1236,נירית,NIRIT,42,פתח תקווה,349,ראש העין,20,דרום השרון
351,ניצן,NIZZAN,61,אשקלון,61,אשקלון,36,חוף אשקלון
1419,ניצן ב',NIZZAN B,61,אשקלון,61,אשקלון,36,חוף אשקלון
1195,ניצנה (קהילת חינוך),NIZZANA (QEHILAT HIN,62,באר שבע,62,באר שבע,48,רמת נגב
851,ניצני עוז,NIZZANE OZ,41,השרון,41,נתניה,18,לב השרון
1280,ניצני סיני,NIZZANE SINAY,62,באר שבע,62,באר שבע,48,רמת נגב
359,ניצנים,NIZZANIM,61,אשקלון,61,אשקלון,36,חוף אשקלון
15,נועם,NO'AM,61,אשקלון,61,אשקלון,34,שפיר
257,נופך,NOFEKH,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
3790,נופים,NOFIM,73,טול כרם,48,אריאל,72,שומרון
1284,נופית,NOFIT,31,חיפה,31,חיפה,12,זבולון
55,נוגה,NOGAH,61,אשקלון,61,אשקלון,50,לכיש
3726,נוקדים,NOQEDIM,76,בית לחם,11,ירושלים,76,גוש עציון
447,נורדיה,NORDIYYA,41,השרון,41,נתניה,18,לב השרון
4304,נוב,NOV,29,גולן,22,טבריה,71,גולן
833,נורית,NURIT,23,עפולה,23,עפולה,8,הגלבוע
4010,אודם,ODEM,29,גולן,21,צפת,71,גולן
31,אופקים,OFAQIM,62,באר שבע,62,באר שבע,0,
810,עופר,OFER,32,חדרה,32,חדרה,15,חוף הכרמל
3617,עופרה,OFRA,74,ראמאללה,11,ירושלים,73,מטה בנימין
1046,אוהד,OHAD,62,באר שבע,62,באר שבע,38,אשכול
737,עולש,OLESH,41,השרון,41,נתניה,16,עמק חפר
1108,אומן,OMEN,23,עפולה,23,עפולה,8,הגלבוע
666,עומר,OMER,62,באר שבע,62,באר שבע,0,
680,אומץ,OMEZ,41,השרון,41,נתניה,16,עמק חפר
1020,אור עקיבא,OR AQIVA,32,חדרה,32,חדרה,0,
1294,אור הגנוז,OR HAGANUZ,21,צפת,21,צפת,2,מרום הגליל
67,אור הנר,OR HANER,61,אשקלון,61,אשקלון,37,שער הנגב
2400,אור יהודה,OR YEHUDA,52,רמת גן,52,רמת גן,0,
780,אורה,ORA,11,ירושלים,11,ירושלים,26,מטה יהודה
882,אורנים,ORANIM,31,חיפה,31,חיפה,12,זבולון
3760,אורנית,ORANIT,73,טול כרם,349,ראש העין,0,
2012,אורות,OROT,61,אשקלון,61,אשקלון,33,באר טוביה
4013,אורטל,ORTAL,29,גולן,22,טבריה,71,גולן
3748,עתניאל,OTNI'EL,77,חברון,11,ירושלים,78,הר חברון
32,עוצם,OZEM,61,אשקלון,61,אשקלון,50,לכיש
2059,"פעמי תש""ז",PA'AME TASHAZ,62,באר שבע,62,באר שבע,42,מרחבים
597,פלמחים,PALMAHIM,44,רחובות,44,רחובות,27,גן רווה
1151,פארן,PARAN,62,באר שבע,63,אילת,54,הערבה התיכונה
7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,32,חדרה,32,חדרה,0,
171,פרדסיה,PARDESIYYA,41,השרון,41,נתניה,0,
599,פרוד,PAROD,21,צפת,21,צפת,2,מרום הגליל
749,פטיש,PATTISH,62,באר שבע,62,באר שבע,42,מרחבים
838,פדיה,PEDAYA,43,רמלה,43,רמלה,30,גזר
3768,פדואל,PEDU'EL,73,טול כרם,48,אריאל,72,שומרון
750,פדויים,PEDUYIM,62,באר שבע,62,באר שבע,42,מרחבים
1185,פלך,PELEKH,24,עכו,20,כרמיאל,56,משגב
3723,פני חבר,PENE HEVER,77,חברון,11,ירושלים,78,הר חברון
536,פקיעין (בוקייעה),PEQI'IN (BUQEI'A),24,עכו,24,עכו,0,
281,פקיעין חדשה,PEQI'IN HADASHA,24,עכו,24,עכו,52,מעלה יוסף
2053,פרזון,PERAZON,23,עפולה,23,עפולה,8,הגלבוע
1231,פרי גן,PERI GAN,62,באר שבע,62,באר שבע,38,אשכול
3659,פסגות,PESAGOT,74,ראמאללה,11,ירושלים,73,מטה בנימין
7900,פתח תקווה,PETAH TIQWA,42,פתח תקווה,42,פתח תקוה,0,
839,פתחיה,PETAHYA,43,רמלה,43,רמלה,30,גזר
3615,פצאל,PEZA'EL,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
767,פורת,PORAT,41,השרון,41,נתניה,18,לב השרון
1313,פוריה עילית,PORIYYA ILLIT,22,כנרת,22,טבריה,6,עמק הירדן
1104,פוריה - כפר עבודה,PORIYYA-KEFAR AVODA,22,כנרת,22,טבריה,6,עמק הירדן
1105,פוריה - נווה עובד,PORIYYA-NEWE OVED,22,כנרת,22,טבריה,6,עמק הירדן
1234,קבועה (שבט),QABBO'A,62,באר שבע,62,באר שבע,0,
1211,קדרים,QADDARIM,22,כנרת,22,טבריה,1,הגליל העליון
195,קדימה-צורן,QADIMA-ZORAN,41,השרון,41,נתניה,0,
638,קלנסווה,QALANSAWE,41,השרון,41,נתניה,0,
3601,קליה,QALYA,75,ירדן )יריחו(,11,ירושלים,74,מגילות ים המלח
3640,קרני שומרון,QARNE SHOMERON,73,טול כרם,48,אריאל,0,
972,קוואעין (שבט),QAWA'IN,62,באר שבע,62,באר שבע,0,
4100,קצרין,QAZRIN,29,גולן,22,טבריה,0,
3781,קדר,QEDAR,76,בית לחם,11,ירושלים,76,גוש עציון
392,קדמה,QEDMA,61,אשקלון,61,אשקלון,35,יואב
3557,קדומים,QEDUMIM,73,טול כרם,47,כפר סבא,0,
4024,קלע,QELA,29,גולן,22,טבריה,71,גולן
414,קלחים,QELAHIM,62,באר שבע,62,באר שבע,42,מרחבים
1167,קיסריה,QESARIYYA,32,חדרה,32,חדרה,15,חוף הכרמל
4006,קשת,QESHET,29,גולן,22,טבריה,71,גולן
1052,קטורה,QETURA,62,באר שבע,63,אילת,53,חבל אילות
334,קבוצת יבנה,QEVUZAT YAVNE,44,רחובות,44,רחובות,29,חבל יבנה
4025,קדמת צבי,QIDMAT ZEVI,29,גולן,22,טבריה,71,גולן
615,קדרון,QIDRON,44,רחובות,44,רחובות,28,ברנר
78,קרית ענבים,QIRYAT ANAVIM,11,ירושלים,13,בית שמש,26,מטה יהודה
3611,קרית ארבע,QIRYAT ARBA,77,חברון,11,ירושלים,0,
6800,קרית אתא,QIRYAT ATTA,31,חיפה,27,קריות,0,
9500,קרית ביאליק,QIRYAT BIALIK,31,חיפה,27,קריות,0,
469,קרית עקרון,QIRYAT EQRON,44,רחובות,44,רחובות,0,
2630,קרית גת,QIRYAT GAT,61,אשקלון,61,אשקלון,0,
1034,קרית מלאכי,QIRYAT MAL'AKHI,61,אשקלון,61,אשקלון,0,
8200,קרית מוצקין,QIRYAT MOTZKIN,31,חיפה,27,קריות,0,
3746,קרית נטפים,QIRYAT NETAFIM,73,טול כרם,48,אריאל,72,שומרון
2620,קרית אונו,QIRYAT ONO,52,רמת גן,52,רמת גן,0,
412,קרית שלמה,QIRYAT SHELOMO,41,השרון,41,נתניה,19,חוף השרון
2800,קרית שמונה,QIRYAT SHEMONA,21,צפת,21,צפת,0,
2300,קרית טבעון,QIRYAT TIV'ON,31,חיפה,31,חיפה,0,
9600,קרית ים,QIRYAT YAM,31,חיפה,27,קריות,0,
1137,קרית יערים,QIRYAT YE'ARIM,11,ירושלים,13,בית שמש,0,
2039,קרית יערים(מוסד),QIRYAT YE'ARIM(INSTI,11,ירושלים,13,בית שמש,26,מטה יהודה
766,קוממיות,QOMEMIYYUT,61,אשקלון,61,אשקלון,34,שפיר
1179,קורנית,QORANIT,24,עכו,20,כרמיאל,56,משגב
964,קודייראת א-צאנע(שבט),QUDEIRAT AS-SANI,62,באר שבע,62,באר שבע,0,
8700,רעננה,RA'ANANA,42,פתח תקווה,47,כפר סבא,0,
1161,רהט,RAHAT,62,באר שבע,62,באר שבע,0,
1069,רם-און,RAM-ON,23,עפולה,23,עפולה,8,הגלבוע
135,רמת דוד,RAMAT DAWID,23,עפולה,23,עפולה,9,עמק יזרעאל
8600,רמת גן,RAMAT GAN,52,רמת גן,52,רמת גן,0,
184,רמת הכובש,RAMAT HAKOVESH,42,פתח תקווה,47,כפר סבא,20,דרום השרון
2650,רמת השרון,RAMAT HASHARON,51,תל אביב,57,הרצליה,0,
335,רמת השופט,RAMAT HASHOFET,23,עפולה,23,עפולה,13,מגידו
4701,רמת מגשימים,RAMAT MAGSHIMIM,29,גולן,22,טבריה,71,גולן
127,רמת רחל,RAMAT RAHEL,11,ירושלים,11,ירושלים,26,מטה יהודה
460,רמת רזיאל,RAMAT RAZI'EL,11,ירושלים,13,בית שמש,26,מטה יהודה
122,רמת ישי,RAMAT YISHAY,23,עפולה,23,עפולה,0,
178,רמת יוחנן,RAMAT YOHANAN,31,חיפה,27,קריות,12,זבולון
339,רמת צבי,RAMAT ZEVI,23,עפולה,23,עפולה,8,הגלבוע
543,ראמה,RAME,24,עכו,20,כרמיאל,0,
8500,רמלה,RAMLA,43,רמלה,43,רמלה,0,
4702,רמות,RAMOT,29,גולן,22,טבריה,71,גולן
206,רמות השבים,RAMOT HASHAVIM,42,פתח תקווה,47,כפר סבא,20,דרום השרון
735,רמות מאיר,RAMOT ME'IR,43,רמלה,43,רמלה,30,גזר
445,רמות מנשה,RAMOT MENASHE,23,עפולה,23,עפולה,13,מגידו
372,רמות נפתלי,RAMOT NAFTALI,21,צפת,21,צפת,55,מבואות החרמון
789,רנן,RANNEN,62,באר שבע,62,באר שבע,42,מרחבים
1228,רקפת,RAQEFET,24,עכו,20,כרמיאל,56,משגב
990,ראס עלי,RAS ALI,31,חיפה,31,חיפה,12,זבולון
1225,רביד,RAVID,22,כנרת,22,טבריה,6,עמק הירדן
713,רעים,RE'IM,62,באר שבע,62,באר שבע,38,אשכול
444,רגבים,REGAVIM,32,חדרה,32,חדרה,14,מנשה
390,רגבה,REGBA,24,עכו,24,עכו,4,מטה אשר
3568,ריחן,REHAN,71,ג'נין,32,חדרה,72,שומרון
854,רחוב,REHOV,23,עפולה,23,עפולה,7,עמק המעיינות
8400,רחובות,REHOVOT,44,רחובות,44,רחובות,0,
540,ריחאניה,REIHANIYYE,21,צפת,21,צפת,2,מרום הגליל
542,ריינה,REINE,25,נצרת,25,נוף הגליל,0,
922,רכסים,REKHASIM,31,חיפה,27,קריות,0,
437,רשפים,RESHAFIM,23,עפולה,23,עפולה,7,עמק המעיינות
1260,רתמים,RETAMIM,62,באר שבע,62,באר שבע,48,רמת נגב
564,רבדים,REVADIM,61,אשקלון,61,אשקלון,35,יואב
3795,רבבה,REVAVA,72,שכם,48,אריאל,72,שומרון
354,רביבים,REVIVIM,62,באר שבע,62,באר שבע,48,רמת נגב
2051,רווחה,REWAHA,61,אשקלון,61,אשקלון,34,שפיר
2016,רוויה,REWAYA,23,עפולה,23,עפולה,7,עמק המעיינות
3565,רימונים,RIMMONIM,74,ראמאללה,11,ירושלים,73,מטה בנימין
616,רינתיה,RINNATYA,42,פתח תקווה,42,פתח תקוה,25,חבל מודיעין
8300,ראשון לציון,RISHON LEZIYYON,44,רחובות,46,ראשון לציון,0,
247,רשפון,RISHPON,41,השרון,41,נתניה,19,חוף השרון
3619,רועי,RO'I,75,ירדן )יריחו(,23,עפולה,75,ערבות הירדן
2640,ראש העין,ROSH HAAYIN,42,פתח תקווה,349,ראש העין,0,
26,ראש פינה,ROSH PINNA,21,צפת,21,צפת,0,
3602,ראש צורים,ROSH ZURIM,76,בית לחם,11,ירושלים,76,גוש עציון
3782,רותם,ROTEM,75,ירדן )יריחו(,11,ירושלים,75,ערבות הירדן
362,רוחמה,RUHAMA,61,אשקלון,61,אשקלון,37,שער הנגב
997,רומת הייב,RUMAT HEIB,25,נצרת,25,נוף הגליל,65,אל-בטוף
539,רומאנה,RUMMANE,25,נצרת,25,נוף הגליל,65,אל-בטוף
419,סעד,SA'AD,62,באר שבע,62,באר שבע,39,שדות נגב
454,סער,SA'AR,24,עכו,24,עכו,4,מטה אשר
525,סאג'ור,SAJUR,24,עכו,20,כרמיאל,0,
7500,סח'נין,SAKHNIN,24,עכו,24,עכו,0,
3567,סלעית,SAL'IT,73,טול כרם,42,פתח תקוה,72,שומרון
1245,סלמה,SALLAMA,24,עכו,20,כרמיאל,56,משגב
1156,סמר,SAMAR,62,באר שבע,63,אילת,53,חבל אילות
636,צנדלה,SANDALA,23,עפולה,23,עפולה,8,הגלבוע
1176,ספיר,SAPPIR,62,באר שבע,63,אילת,54,הערבה התיכונה
126,שריד,SARID,23,עפולה,23,עפולה,9,עמק יזרעאל
578,סאסא,SASA,21,צפת,21,צפת,1,הגליל העליון
587,סביון,SAVYON,42,פתח תקווה,42,פתח תקוה,0,
989,סואעד (כמאנה) (שבט),SAWA'ID (KAMANE),24,עכו,20,כרמיאל,0,
942,סואעד (חמרייה),SAWA'ID(HAMRIYYE),24,עכו,24,עכו,9,עמק יזרעאל
1170,סייד (שבט),SAYYID,62,באר שבע,62,באר שבע,0,
1223,שדי אברהם,SEDE AVRAHAM,62,באר שבע,62,באר שבע,38,אשכול
885,שדה בוקר,SEDE BOQER,62,באר שבע,62,באר שבע,48,רמת נגב
36,שדה דוד,SEDE DAWID,61,אשקלון,61,אשקלון,50,לכיש
861,שדה אליעזר,SEDE ELI'EZER,21,צפת,21,צפת,55,מבואות החרמון
304,שדה אליהו,SEDE ELIYYAHU,23,עפולה,23,עפולה,7,עמק המעיינות
2015,שדי חמד,SEDE HEMED,42,פתח תקווה,47,כפר סבא,20,דרום השרון
